query_id,type,strategy,difficulty,node_type_count,method,query_size,query_density,heterogeneous,num_matches,top_score,avg_score,match_quality,recall_score,f1_score,precision_score
ego_dense_00834,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00835,ego_dense,unspecified,medium,3,embedding,5,0.35,True,2,0.9954,0.9734,partial,0.6,0.6,0.6
ego_dense_00836,ego_dense,unspecified,medium,3,embedding,5,0.3,True,1,0.955,0.955,none,0.4,0.4,0.4
ego_dense_00837,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,2,0.9802,0.9802,partial,0.6667,0.6667,0.6667
ego_dense_00838,ego_dense,unspecified,medium,1,embedding,4,0.3333,False,10,1.0,1.0,partial,0.5,0.5,0.5
ego_dense_00839,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00840,ego_dense,unspecified,easy,2,embedding,5,0.4,True,2,0.9834,0.9832,partial,0.6,0.6,0.6
ego_dense_00841,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00842,ego_dense,unspecified,easy,1,embedding,3,0.5,False,10,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00843,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,8,1.0,0.9929,exact,1.0,1.0,1.0
ego_dense_00844,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,3,1.0,0.9869,exact,1.0,1.0,1.0
ego_dense_00845,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,1,0.9944,0.9944,partial,0.75,0.75,0.75
ego_dense_00846,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,6,1.0,0.9854,exact,1.0,1.0,1.0
ego_dense_00847,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00848,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00849,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,1,0.9929,0.9929,partial,0.6667,0.6667,0.6667
ego_dense_00850,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,7,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00851,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00852,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00853,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9841,0.9841,partial,0.6667,0.6667,0.6667
ego_dense_00854,ego_dense,unspecified,easy,1,embedding,5,0.45,False,10,1.0,1.0,partial,0.6,0.6,0.6
ego_dense_00855,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,3,1.0,0.995,exact,1.0,1.0,1.0
ego_dense_00856,ego_dense,unspecified,easy,1,embedding,4,0.4167,False,5,1.0,1.0,none,0.25,0.25,0.25
ego_dense_00857,ego_dense,unspecified,easy,2,embedding,3,0.5,True,4,1.0,0.9954,partial,0.6667,0.6667,0.6667
ego_dense_00858,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00859,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00860,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,0.9853,0.976,partial,0.6667,0.6667,0.6667
ego_dense_00861,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9507,0.9507,partial,0.6667,0.6667,0.6667
ego_dense_00862,ego_dense,unspecified,medium,3,embedding,5,0.3,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00863,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,1.0,0.9905,partial,0.6667,0.6667,0.6667
ego_dense_00864,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,1,0.9988,0.9988,partial,0.75,0.75,0.75
ego_dense_00865,ego_dense,unspecified,hard,3,embedding,13,0.3077,True,6,0.9917,0.975,partial,0.5385,0.5385,0.5385
ego_dense_00866,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,0.9802,0.9802,partial,0.6667,0.6667,0.6667
ego_dense_00867,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00868,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00869,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00870,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00871,ego_dense,unspecified,medium,2,embedding,5,0.3,True,6,0.9994,0.9919,partial,0.6,0.6,0.6
ego_dense_00872,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,0.9821,0.9821,partial,0.6667,0.6667,0.6667
ego_dense_00873,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,2,0.9988,0.997,partial,0.6667,0.6667,0.6667
ego_dense_00874,ego_dense,unspecified,easy,1,embedding,3,0.5,False,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00875,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00876,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9901,0.9901,partial,0.6667,0.6667,0.6667
ego_dense_00877,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,6,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00878,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00879,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00880,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,8,1.0,0.9985,exact,1.0,1.0,1.0
ego_dense_00881,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,7,1.0,0.9973,exact,1.0,1.0,1.0
ego_dense_00882,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00883,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00884,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,3,0.951,0.951,partial,0.6667,0.6667,0.6667
ego_dense_00885,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00886,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,0.9877,partial,0.6667,0.6667,0.6667
ego_dense_00887,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00888,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00889,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9921,0.9921,partial,0.6667,0.6667,0.6667
ego_dense_00890,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00891,ego_dense,unspecified,medium,1,embedding,5,0.3,False,4,1.0,0.9972,none,0.0,0.0,0.0
ego_dense_00892,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00893,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,2,0.98,0.98,partial,0.6667,0.6667,0.6667
ego_dense_00894,ego_dense,unspecified,medium,3,embedding,5,0.3,True,1,0.9603,0.9603,partial,0.6,0.6,0.6
ego_dense_00895,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00896,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00897,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00898,ego_dense,unspecified,medium,3,embedding,8,0.375,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00899,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00900,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.992,0.992,partial,0.6667,0.6667,0.6667
ego_dense_00901,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00902,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00903,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,7,1.0,0.9904,partial,0.6667,0.6667,0.6667
ego_dense_00904,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00905,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00906,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00907,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00908,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00909,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,6,1.0,0.9917,exact,1.0,1.0,1.0
ego_dense_00910,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00911,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,2,0.9688,0.9688,partial,0.6667,0.6667,0.6667
ego_dense_00912,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00913,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,0.9774,exact,1.0,1.0,1.0
ego_dense_00914,ego_dense,unspecified,medium,1,embedding,4,0.3333,False,8,1.0,1.0,partial,0.5,0.5,0.5
ego_dense_00915,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00916,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00917,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,5,1.0,0.9973,partial,0.6667,0.6667,0.6667
ego_dense_00918,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00919,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,1,0.9797,0.9797,partial,0.6667,0.6667,0.6667
ego_dense_00920,ego_dense,unspecified,medium,1,embedding,6,0.3,False,10,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00921,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9736,0.9736,partial,0.6667,0.6667,0.6667
ego_dense_00922,ego_dense,unspecified,medium,1,embedding,5,0.3,False,10,1.0,1.0,partial,0.6,0.6,0.6
ego_dense_00923,ego_dense,unspecified,medium,3,embedding,5,0.35,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00924,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9904,0.9904,partial,0.6667,0.6667,0.6667
ego_dense_00925,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,0.9894,partial,0.6667,0.6667,0.6667
ego_dense_00926,ego_dense,unspecified,medium,1,embedding,6,0.3667,False,7,1.0,0.9976,partial,0.5,0.5,0.5
ego_dense_00927,ego_dense,unspecified,easy,2,embedding,3,0.5,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00928,ego_dense,unspecified,medium,1,embedding,5,0.35,False,10,1.0,1.0,partial,0.6,0.6,0.6
ego_dense_00929,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00930,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,6,1.0,0.9903,exact,1.0,1.0,1.0
ego_dense_00931,ego_dense,unspecified,easy,1,embedding,4,0.4167,False,6,1.0,0.9827,partial,0.5,0.5,0.5
ego_dense_00932,ego_dense,unspecified,easy,2,embedding,3,0.5,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00933,ego_dense,unspecified,medium,1,embedding,4,0.3333,False,10,1.0,1.0,partial,0.5,0.5,0.5
ego_dense_00934,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00935,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00936,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,4,0.9956,0.9956,none,0.3333,0.3333,0.3333
ego_dense_00937,ego_dense,unspecified,medium,2,embedding,5,0.35,True,1,0.9975,0.9975,partial,0.8,0.8,0.8
ego_dense_00938,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,3,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00939,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00940,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00941,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00942,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,4,0.9914,0.9763,partial,0.6667,0.6667,0.6667
ego_dense_00943,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,0.9805,0.9805,partial,0.6667,0.6667,0.6667
ego_dense_00944,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00945,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,5,1.0,0.9927,exact,1.0,1.0,1.0
ego_dense_00946,ego_dense,unspecified,medium,1,embedding,6,0.3333,False,7,1.0,1.0,partial,0.5,0.5,0.5
ego_dense_00947,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9946,0.9946,partial,0.6667,0.6667,0.6667
ego_dense_00948,ego_dense,unspecified,medium,1,embedding,10,0.4444,False,10,1.0,1.0,none,0.0,0.0,0.0
ego_dense_00949,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,5,1.0,0.9938,partial,0.6667,0.6667,0.6667
ego_dense_00950,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00951,ego_dense,unspecified,easy,2,embedding,3,0.5,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00952,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,4,1.0,0.9738,partial,0.6667,0.6667,0.6667
ego_dense_00953,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00954,ego_dense,unspecified,easy,1,embedding,3,0.5,False,10,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00955,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9774,0.9774,partial,0.6667,0.6667,0.6667
ego_dense_00956,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00957,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9508,0.9508,partial,0.6667,0.6667,0.6667
ego_dense_00958,ego_dense,unspecified,easy,1,embedding,3,0.5,False,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00959,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,8,1.0,0.9734,partial,0.6667,0.6667,0.6667
ego_dense_00960,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,2,0.9938,0.9851,none,0.25,0.25,0.25
ego_dense_00961,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,1,0.9713,0.9713,partial,0.5,0.5,0.5
ego_dense_00962,ego_dense,unspecified,medium,1,embedding,5,0.3,False,4,0.9971,0.995,partial,0.6,0.6,0.6
ego_dense_00963,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00964,ego_dense,unspecified,easy,2,embedding,3,0.5,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00965,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00966,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00967,ego_dense,unspecified,medium,3,embedding,5,0.35,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00968,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00969,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00970,ego_dense,unspecified,easy,1,embedding,3,0.5,False,10,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00971,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,10,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00972,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,0.9972,0.996,partial,0.6667,0.6667,0.6667
ego_dense_00973,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,9,1.0,0.9963,partial,0.6667,0.6667,0.6667
ego_dense_00974,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,3,0.9942,0.9942,partial,0.6667,0.6667,0.6667
ego_dense_00975,ego_dense,unspecified,medium,2,embedding,5,0.3,True,6,0.9948,0.9914,partial,0.6,0.6,0.6
ego_dense_00976,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,8,0.991,0.9852,partial,0.6667,0.6667,0.6667
ego_dense_00977,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,10,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00978,ego_dense,unspecified,easy,1,embedding,3,0.5,False,10,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00979,ego_dense,unspecified,medium,1,embedding,4,0.3333,False,10,1.0,1.0,partial,0.75,0.75,0.75
ego_dense_00980,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00981,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,3,0.9877,0.9853,partial,0.6667,0.6667,0.6667
ego_dense_00982,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,8,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00983,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00984,ego_dense,unspecified,medium,3,embedding,5,0.35,True,3,1.0,0.9973,partial,0.8,0.8,0.8
ego_dense_00985,ego_dense,unspecified,easy,1,embedding,3,1.0,False,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00986,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9552,0.9552,partial,0.6667,0.6667,0.6667
ego_dense_00987,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_00988,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00989,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,8,1.0,0.9945,exact,1.0,1.0,1.0
ego_dense_00990,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,5,0.9898,0.9815,partial,0.6667,0.6667,0.6667
ego_dense_00991,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,9,1.0,0.9906,partial,0.6667,0.6667,0.6667
ego_dense_00992,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,9,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_00993,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,6,1.0,0.9977,exact,1.0,1.0,1.0
ego_dense_00994,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,9,1.0,0.9808,partial,0.75,0.75,0.75
ego_dense_00995,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9721,0.9721,partial,0.6667,0.6667,0.6667
ego_dense_00996,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_00997,ego_dense,unspecified,easy,1,embedding,4,0.5833,False,6,1.0,1.0,none,0.25,0.25,0.25
ego_dense_00998,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9896,0.9896,partial,0.6667,0.6667,0.6667
ego_dense_00999,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,5,1.0,0.9886,exact,1.0,1.0,1.0
ego_dense_01000,ego_dense,unspecified,easy,1,embedding,3,0.5,False,6,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_01001,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01002,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01003,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01004,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01005,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01006,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01007,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01008,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01009,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01010,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,0.9552,0.9552,partial,0.6667,0.6667,0.6667
ego_dense_01011,ego_dense,unspecified,medium,1,embedding,4,0.3333,False,10,1.0,1.0,partial,0.75,0.75,0.75
ego_dense_01012,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01013,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,1.0,0.9969,exact,1.0,1.0,1.0
ego_dense_01014,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01015,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,0.9749,0.9701,partial,0.6667,0.6667,0.6667
ego_dense_01016,ego_dense,unspecified,easy,2,embedding,4,0.4167,True,6,0.9999,0.9822,partial,0.5,0.5,0.5
ego_dense_01017,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,3,1.0,1.0,partial,0.6667,0.6667,0.6667
ego_dense_01018,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9505,0.9505,partial,0.6667,0.6667,0.6667
ego_dense_01019,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,2,0.9848,0.9723,partial,0.6667,0.6667,0.6667
ego_dense_01020,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01021,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01022,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01023,ego_dense,unspecified,medium,1,embedding,3,0.3333,False,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01024,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01025,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,1,0.9669,0.9669,partial,0.5,0.5,0.5
ego_dense_01026,ego_dense,unspecified,medium,1,embedding,6,0.3333,False,10,1.0,1.0,partial,0.5,0.5,0.5
ego_dense_01027,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01028,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01029,ego_dense,unspecified,medium,1,embedding,4,0.3333,False,10,1.0,1.0,partial,0.75,0.75,0.75
ego_dense_01030,ego_dense,unspecified,medium,1,embedding,5,0.3,False,5,1.0,1.0,none,0.2,0.2,0.2
ego_dense_01031,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,3,1.0,0.9807,partial,0.6667,0.6667,0.6667
ego_dense_01032,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,3,0.9575,0.9575,partial,0.6667,0.6667,0.6667
ego_dense_01033,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01034,ego_dense,unspecified,medium,3,embedding,6,0.3,True,6,0.9984,0.9781,partial,0.6667,0.6667,0.6667
ego_dense_01035,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01036,ego_dense,unspecified,medium,3,embedding,5,0.3,True,7,1.0,0.9932,partial,0.6,0.6,0.6
ego_dense_01037,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01038,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01039,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01040,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01041,ego_dense,unspecified,easy,1,embedding,3,0.5,False,2,0.9986,0.9986,none,0.3333,0.3333,0.3333
ego_dense_01042,ego_dense,unspecified,medium,1,embedding,5,0.35,False,2,1.0,0.9997,none,0.2,0.2,0.2
ego_dense_01043,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,8,1.0,0.9803,partial,0.6667,0.6667,0.6667
ego_dense_01044,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,10,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01045,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,0,0.0,0.0,none,0.0,0.0,
ego_dense_01046,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,6,1.0,0.9884,partial,0.6667,0.6667,0.6667
ego_dense_01047,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,1,0.9801,0.9801,partial,0.6667,0.6667,0.6667
ego_dense_01048,ego_dense,unspecified,medium,1,embedding,4,0.3333,False,6,1.0,1.0,partial,0.5,0.5,0.5
ego_dense_01049,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,4,1.0,0.9795,partial,0.6667,0.6667,0.6667
ego_dense_01050,ego_dense,unspecified,medium,2,embedding,3,0.3333,True,2,1.0,1.0,exact,1.0,1.0,1.0
ego_dense_01051,ego_dense,unspecified,medium,3,embedding,3,0.3333,True,9,1.0,0.9991,partial,0.6667,0.6667,0.6667
ego_dense_01052,ego_dense,unspecified,medium,3,embedding,4,0.3333,True,0,0.0,0.0,none,0.0,0.0,
